system:index,Elev,Humidity,NBR,NDVI,NDWI,Slope,Temp,Wind_Dir,Wind_Spd,.geo
15,870,5.8136521180470595,0.35963043570518494,0.4265255928039551,-0.37727582454681396,3.1911771297454834,15.220059941944328,-23.555324804842176,0.21260629032947637,"{""type"":""Point"",""coordinates"":[-115.71959229174902,53.7691322220509]}"
16,762,7.384068484891884,0.27065443992614746,0.3823219835758209,-0.35522696375846863,2.406137466430664,16.607480596241203,89.1013489288511,0.24420161311177208,"{""type"":""Point"",""coordinates"":[-113.23257577447617,52.81851989665211]}"
17,794,6.091827873598049,0.3597538471221924,0.4201509356498718,-0.3553304970264435,0.0,15.146558622728321,-24.538707147540798,0.24101899117053419,"{""type"":""Point"",""coordinates"":[-116.1875135834091,54.204408220148416]}"
18,662,6.367237237461836,0.3286456763744354,0.3956736624240875,-0.3798547387123108,1.8366388082504272,16.042033240669696,93.74042043298775,0.22144336766297495,"{""type"":""Point"",""coordinates"":[-113.22823236856495,54.21068863998601]}"
19,1123,6.465394082822343,0.018492575734853745,0.1767158955335617,-0.2530120611190796,8.886299133300781,14.86274246918532,12.492256500566219,0.251597082830455,"{""type"":""Point"",""coordinates"":[-115.56142951992692,52.766855185402456]}"
20,942,6.850693497741418,0.331247478723526,0.3612203896045685,-0.3130551874637604,5.547544956207275,15.65662888811346,103.3714901698143,0.19272912953954796,"{""type"":""Point"",""coordinates"":[-114.36806301866069,52.43064087509]}"
21,668,6.390464326791573,0.30672043561935425,0.38363441824913025,-0.34431353211402893,4.785974502563477,16.096122167821534,80.90154718381629,0.20998896361136613,"{""type"":""Point"",""coordinates"":[-113.45617167089274,54.54751433096418]}"
22,968,7.799937411358485,0.19901113212108612,0.31458580493927,-0.31036779284477234,3.5370311737060547,15.963971952806446,104.3932498178629,0.2621131605463757,"{""type"":""Point"",""coordinates"":[-113.73563697014693,52.05758175743425]}"
23,642,6.390848205800694,0.09779179841279984,0.16700349748134613,-0.2747875452041626,0.0,16.087970226689436,96.23010780366194,0.2168902024919987,"{""type"":""Point"",""coordinates"":[-113.0722165329216,54.168423741176724]}"
24,766,6.621027841902617,0.3994571566581726,0.4961564540863037,-0.45142674446105957,2.456340789794922,15.765880211612682,44.604516609124296,0.5318454997710969,"{""type"":""Point"",""coordinates"":[-116.95478902863663,54.886484451010176]}"
25,637,6.816255749317634,0.3135232627391815,0.3952215611934662,-0.3654111325740814,7.975780963897705,16.60701801400438,102.33881660395912,0.29156069594553286,"{""type"":""Point"",""coordinates"":[-113.37429604674146,53.576522881070396]}"
26,738,6.68831214151885,0.09070165455341339,0.2212212234735489,-0.2645549476146698,3.2483201026916504,16.355670422001936,80.11058242164881,0.15247925485431152,"{""type"":""Point"",""coordinates"":[-114.10165528894716,53.47549446206324]}"
27,1065,6.550100171775171,0.11972956359386444,0.3143255114555359,-0.2997189462184906,1.8192209005355835,14.299010522742037,-7.803134979408934,0.3398774602045886,"{""type"":""Point"",""coordinates"":[-117.24806508196998,53.67504062092952]}"
28,643,6.544708732973049,0.2948690950870514,0.34226807951927185,-0.3369024097919464,0.0,16.355538714559486,90.72052122808064,0.24115601990943863,"{""type"":""Point"",""coordinates"":[-113.21641636302502,53.912619722367126]}"
29,647,6.390848205800694,0.16721636056900024,0.20013342797756195,-0.27902501821517944,0.9274099469184875,16.087970226689436,96.23010780366194,0.2168902024919987,"{""type"":""Point"",""coordinates"":[-113.08415024036198,54.23567218301652]}"
30,886,6.300161742327475,0.2507907748222351,0.34621578454971313,-0.30305054783821106,0.9274099469184875,15.604062092095091,62.36160146250182,0.16084346870296024,"{""type"":""Point"",""coordinates"":[-115.24159206263789,52.8955399855166]}"
31,712,6.938306787557792,0.20019260048866272,0.4047216475009918,-0.38468295335769653,3.2475407123565674,16.508682346344017,89.92103533356182,0.20388776421795263,"{""type"":""Point"",""coordinates"":[-113.93776283661376,53.46418349026388]}"
32,1539,6.044476371062387,0.2984006404876709,0.3308256268501282,-0.29421237111091614,6.724893569946289,11.295780478025733,25.830885983690216,0.7569479512587534,"{""type"":""Point"",""coordinates"":[-116.85229821427538,52.942159882286084]}"
33,633,6.37976068781137,0.09478022158145905,0.1720588207244873,-0.27088186144828796,1.8543341159820557,16.168963879033186,94.62880550220189,0.2180405129777315,"{""type"":""Point"",""coordinates"":[-113.56941547509535,54.12173805387912]}"
