system:index,NBR,NDVI,.geo
87,0.0429212860763073,0.21578161418437958,"{""type"":""Point"",""coordinates"":[-116.83590972160872,54.5870701626384]}"
88,0.23810917139053345,0.30917683243751526,"{""type"":""Point"",""coordinates"":[-116.56146057219608,52.774659550841854]}"
89,0.37364262342453003,0.4028007686138153,"{""type"":""Point"",""coordinates"":[-113.4425953498176,54.92960835824916]}"
90,0.4700378477573395,0.5524100065231323,"{""type"":""Point"",""coordinates"":[-116.16259339081557,53.83868020838785]}"
91,0.2587953507900238,0.39834991097450256,"{""type"":""Point"",""coordinates"":[-114.10373804846292,52.81680554533537]}"
92,0.2193816751241684,0.5139843821525574,"{""type"":""Point"",""coordinates"":[-114.64379217846833,52.19092247855607]}"
93,0.25,0.3934905529022217,"{""type"":""Point"",""coordinates"":[-113.17494172878638,53.01839885022532]}"
94,0.24324236810207367,0.4169461727142334,"{""type"":""Point"",""coordinates"":[-117.3369977687992,54.56206850455129]}"
95,0.16796725988388062,0.3161808252334595,"{""type"":""Point"",""coordinates"":[-114.69721625582888,52.54315794876181]}"
96,-0.1828896701335907,0.08933134377002716,"{""type"":""Point"",""coordinates"":[-116.65070629673743,54.863007973666384]}"
97,0.29286545515060425,0.4492216408252716,"{""type"":""Point"",""coordinates"":[-113.23771560629876,53.49694327543806]}"
98,0.39944037795066833,0.5197212100028992,"{""type"":""Point"",""coordinates"":[-115.46791641469996,52.78394416596054]}"
99,-0.07197053730487823,0.14572420716285706,"{""type"":""Point"",""coordinates"":[-116.01456760043176,53.29699072613238]}"
100,0.2885454297065735,0.3495194613933563,"{""type"":""Point"",""coordinates"":[-113.93912491806402,53.666614915928776]}"
101,0.02768399752676487,0.23932881653308868,"{""type"":""Point"",""coordinates"":[-114.21186140201087,53.49157224434248]}"
102,0.28120774030685425,0.3220999240875244,"{""type"":""Point"",""coordinates"":[-115.45846343751049,54.68583146335989]}"
103,0.3658531606197357,0.48524168133735657,"{""type"":""Point"",""coordinates"":[-113.26979411088672,53.25377181143821]}"
104,0.3221520483493805,0.39261284470558167,"{""type"":""Point"",""coordinates"":[-115.75036427034317,53.92829215922502]}"
105,0.39193856716156006,0.4616509974002838,"{""type"":""Point"",""coordinates"":[-116.62731335320096,54.082552127540225]}"
106,0.2352146953344345,0.22115682065486908,"{""type"":""Point"",""coordinates"":[-117.0044138988697,52.630901086569025]}"
107,0.2689655125141144,0.2788701057434082,"{""type"":""Point"",""coordinates"":[-115.60630985361433,54.62266696412966]}"
108,0.2900901138782501,0.35588961839675903,"{""type"":""Point"",""coordinates"":[-116.65974128598033,53.61210399610392]}"
109,0.36377212405204773,0.411842405796051,"{""type"":""Point"",""coordinates"":[-113.59953923807451,54.44644811982888]}"
110,0.41252294182777405,0.5195186138153076,"{""type"":""Point"",""coordinates"":[-117.13823455009086,54.9592503807154]}"
